ciclo,id_entidad_federativa,entidad_federativa,id_municipio,municipio,tomas_pagadas,monto_agua,monto_recaudado_percapita,lugar_estatal_percapita,lugar_nacional_percapita,promedio_recaudacion_percapita_estatal,promedio_recaudacion_percapita_nacional,poblacion
2019,3,Baja California Sur,8,Los Cabos,76536,463945012,1613,1,15,1110,166,287671
2020,3,Baja California Sur,8,Los Cabos,71924,423570974,1206,2,30,1017,162,351111
2021,3,Baja California Sur,8,Los Cabos,75186,456212820,1299,2,24,1157,176,351111
2022,3,Baja California Sur,8,Los Cabos,77640,608157550,1732,2,19,1358,197,351111
2023,3,Baja California Sur,8,Los Cabos,79949,860895325,2452,1,11,1490,212,351111
2024,3,Baja California Sur,8,Los Cabos,81493,878672727,2503,1,13,1576,225,351111
2010,3,Baja California Sur,9,Loreto,6494,7647662,457,3,108,603,92,16738
2011,3,Baja California Sur,9,Loreto,6598,8326689,497,3,103,627,100,16738
2012,3,Baja California Sur,9,Loreto,6968,14345472,857,2,27,786,111,16738
2013,3,Baja California Sur,9,Loreto,6370,15797220,944,2,21,826,117,16738
2014,3,Baja California Sur,9,Loreto,6442,17661363,1055,2,18,857,125,16738
2015,3,Baja California Sur,9,Loreto,3079,17195439,909,5,24,825,125,18912
2016,3,Baja California Sur,9,Loreto,3322,17458440,923,2,42,925,136,18912
2017,3,Baja California Sur,9,Loreto,3725,19155537,1013,2,38,1025,147,18912
2018,3,Baja California Sur,9,Loreto,3868,19219482,1016,2,44,1031,151,18912
2019,3,Baja California Sur,9,Loreto,4337,22328593,1181,2,37,1110,166,18912
2020,3,Baja California Sur,9,Loreto,2947,24988334,1384,1,17,1017,162,18052
2021,3,Baja California Sur,9,Loreto,5666,25793558,1429,1,17,1157,176,18052
2022,3,Baja California Sur,9,Loreto,6137,32316292,1790,1,17,1358,197,18052
2023,3,Baja California Sur,9,Loreto,6334,34497885,1911,2,19,1490,212,18052
2024,3,Baja California Sur,9,Loreto,6497,35496786,1966,2,21,1576,225,18052
2010,4,Campeche,1,Calkiní,2725,1531479,29,7,1114,57,92,52890
2011,4,Campeche,1,Calkiní,4199,1913127,36,7,1070,63,100,52890
2012,4,Campeche,1,Calkiní,3980,1838623,35,7,1121,67,111,52890
2013,4,Campeche,1,Calkiní,270,2299271,43,5,1075,69,117,52890
2014,4,Campeche,1,Calkiní,9141,2248963,43,5,1106,79,125,52890
2015,4,Campeche,1,Calkiní,3285,2613645,46,1,1090,76,125,56537
2016,4,Campeche,1,Calkiní,2860,2080638,37,7,1193,82,136,56537
2017,4,Campeche,1,Calkiní,2691,1749664,31,6,1276,91,147,56537
2018,4,Campeche,1,Calkiní,2810,1892184,33,6,1261,97,151,56537
2019,4,Campeche,1,Calkiní,3172,2497831,44,5,1177,110,166,56537
2020,4,Campeche,1,Calkiní,3021,2273418,38,5,1228,110,162,59232
2021,4,Campeche,1,Calkiní,2796,2318931,39,5,1244,101,176,59232
2022,4,Campeche,1,Calkiní,3092,2502385,42,6,1284,111,197,59232
2023,4,Campeche,1,Calkiní,3049,2203588,37,9,1361,128,212,59232
2024,4,Campeche,1,Calkiní,3153,2569643,43,6,1315,119,225,59232
2010,4,Campeche,2,Campeche,42008,25112705,97,2,686,57,92,259005
2011,4,Campeche,2,Campeche,47512,31841571,123,2,611,63,100,259005
2012,4,Campeche,2,Campeche,47720,32008410,124,2,663,67,111,259005
2013,4,Campeche,2,Campeche,29087,35468087,137,2,646,69,117,259005
2014,4,Campeche,2,Campeche,76161,42609624,165,2,594,79,125,259005
2015,4,Campeche,2,Campeche,39765,45059851,159,2,616,76,125,283025
2016,4,Campeche,2,Campeche,37136,59603781,211,2,513,82,136,283025
2017,4,Campeche,2,Campeche,39274,83174920,294,2,395,91,147,283025
2018,4,Campeche,2,Campeche,38751,99101951,350,2,334,97,151,283025
2019,4,Campeche,2,Campeche,44176,110580043,391,2,326,110,166,283025
2020,4,Campeche,2,Campeche,39341,109313801,372,2,362,110,162,294077
2021,4,Campeche,2,Campeche,55725,116261707,395,2,365,101,176,294077
2022,4,Campeche,2,Campeche,44872,127470775,433,1,351,111,197,294077
2023,4,Campeche,2,Campeche,42969,149266378,508,1,311,128,212,294077
2024,4,Campeche,2,Campeche,45228,138141383,470,2,369,119,225,294077
2010,4,Campeche,3,Carmen,46281,70525118,319,1,197,57,92,221094
2011,4,Campeche,3,Carmen,47052,70804220,320,1,230,63,100,221094
2012,4,Campeche,3,Carmen,50118,81298520,368,1,208,67,111,221094
2013,4,Campeche,3,Carmen,39679,77241478,349,1,237,69,117,221094
2014,4,Campeche,3,Carmen,42889,84298757,381,1,230,79,125,221094
2015,4,Campeche,3,Carmen,47258,93150324,375,3,232,76,125,248303
2016,4,Campeche,3,Carmen,44163,82231472,331,1,319,82,136,248303
2017,4,Campeche,3,Carmen,20052,85699446,345,1,334,91,147,248303
2018,4,Campeche,3,Carmen,19119,87549039,353,1,331,97,151,248303
2019,4,Campeche,3,Carmen,34672,115897733,467,1,262,110,166,248303
2020,4,Campeche,3,Carmen,19059,129291110,520,1,218,110,162,248845
2021,4,Campeche,3,Carmen,18263,100778345,405,1,355,101,176,248845
2022,4,Campeche,3,Carmen,20894,99012577,398,2,395,111,197,248845
2023,4,Campeche,3,Carmen,21229,109613415,440,2,377,128,212,248845
2024,4,Campeche,3,Carmen,23808,116909009,470,1,368,119,225,248845
2010,4,Campeche,4,Champotón,5099,976715,12,8,1405,57,92,83021
2011,4,Campeche,4,Champotón,7384,1471075,18,8,1310,63,100,83021
2012,4,Campeche,4,Champotón,6916,1296635,16,8,1357,67,111,83021
2013,4,Campeche,4,Champotón,2598,1384723,17,9,1367,69,117,83021
2014,4,Campeche,4,Champotón,6747,1541801,19,10,1359,79,125,83021
2015,4,Campeche,4,Champotón,3598,1347309,15,4,1415,76,125,90244
2016,4,Campeche,4,Champotón,3875,1505005,17,9,1420,82,136,90244
2017,4,Campeche,4,Champotón,4939,1693020,19,8,1401,91,147,90244
2018,4,Campeche,4,Champotón,4965,1606170,18,9,1444,97,151,90244
2019,4,Campeche,4,Champotón,5027,1791889,20,9,1424,110,166,90244
2020,4,Campeche,4,Champotón,4367,1670467,21,7,1399,110,162,78170
2021,4,Campeche,4,Champotón,7045,1549771,20,11,1448,101,176,78170
2022,4,Campeche,4,Champotón,3229,1908536,24,10,1453,111,197,78170
2023,4,Campeche,4,Champotón,3547,2824607,36,10,1369,128,212,78170
2024,4,Campeche,4,Champotón,4311,2983705,38,8,1346,119,225,78170
2010,4,Campeche,5,Hecelchakán,3556,879177,31,5,1080,57,92,28306
2011,4,Campeche,5,Hecelchakán,4237,1087709,38,6,1059,63,100,28306
2012,4,Campeche,5,Hecelchakán,4199,1042251,37,6,1109,67,111,28306
2013,4,Campeche,5,Hecelchakán,1167,805158,28,7,1204,69,117,28306
2014,4,Campeche,5,Hecelchakán,3162,1016624,36,7,1161,79,125,28306
2015,4,Campeche,5,Hecelchakán,1140,729887,23,5,1300,76,125,31230
2016,4,Campeche,5,Hecelchakán,1714,1632273,52,6,1069,82,136,31230
2017,4,Campeche,5,Hecelchakán,1512,706247,23,7,1357,91,147,31230
2018,4,Campeche,5,Hecelchakán,1839,724048,23,8,1381,97,151,31230
2019,4,Campeche,5,Hecelchakán,1164,805818,26,7,1345,110,166,31230
2020,4,Campeche,5,Hecelchakán,1517,613551,19,8,1426,110,162,31917
2021,4,Campeche,5,Hecelchakán,2115,1044757,33,8,1305,101,176,31917
2022,4,Campeche,5,Hecelchakán,1388,963334,30,8,1383,111,197,31917
2023,4,Campeche,5,Hecelchakán,709,2267148,71,6,1138,128,212,31917
2024,4,Campeche,5,Hecelchakán,1066,1263578,40,7,1334,119,225,31917
2010,4,Campeche,6,Hopelchén,1441,230407,6,11,1585,57,92,37777
2011,4,Campeche,6,Hopelchén,2614,272173,7,11,1538,63,100,37777
2012,4,Campeche,6,Hopelchén,2891,286772,8,10,1531,67,111,37777
2013,4,Campeche,6,Hopelchén,894,569591,15,11,1392,69,117,37777
2014,4,Campeche,6,Hopelchén,2413,472040,12,11,1444,79,125,37777
2015,4,Campeche,6,Hopelchén,889,317593,8,6,1563,76,125,40100
2016,4,Campeche,6,Hopelchén,820,366267,9,11,1553,82,136,40100
2017,4,Campeche,6,Hopelchén,1490,441761,11,10,1526,91,147,40100
2018,4,Campeche,6,Hopelchén,1586,513227,13,10,1527,97,151,40100
2019,4,Campeche,6,Hopelchén,2164,539028,13,10,1529,110,166,40100
2020,4,Campeche,6,Hopelchén,778,544206,13,11,1519,110,162,42140
2021,4,Campeche,6,Hopelchén,963,546256,13,12,1542,101,176,42140
2022,4,Campeche,6,Hopelchén,961,475886,11,12,1643,111,197,42140
2023,4,Campeche,6,Hopelchén,987,547585,13,12,1632,128,212,42140
2024,4,Campeche,6,Hopelchén,996,475165,11,12,1651,119,225,42140
2010,4,Campeche,7,Palizada,1355,66164,8,9,1527,57,92,8352
2011,4,Campeche,7,Palizada,3048,114710,14,10,1377,63,100,8352
2012,4,Campeche,7,Palizada,1906,61611,7,11,1538,67,111,8352
2013,4,Campeche,7,Palizada,674,142341,17,8,1363,69,117,8352
2014,4,Campeche,7,Palizada,1317,164411,20,9,1349,79,125,8352
2015,4,Campeche,7,Palizada,1317,92127,10,7,1501,76,125,8971
2016,4,Campeche,7,Palizada,487,110906,12,10,1490,82,136,8971
2017,4,Campeche,7,Palizada,328,90416,10,11,1547,91,147,8971
2018,4,Campeche,7,Palizada,421,106237,12,11,1544,97,151,8971
2019,4,Campeche,7,Palizada,465,115922,13,11,1540,110,166,8971
2020,4,Campeche,7,Palizada,501,128251,15,10,1491,110,162,8683
2021,4,Campeche,7,Palizada,630,179239,21,10,1438,101,176,8683
2022,4,Campeche,7,Palizada,519,143760,17,11,1535,111,197,8683
2023,4,Campeche,7,Palizada,670,350785,40,8,1334,128,212,8683
2024,4,Campeche,7,Palizada,478,172745,20,11,1521,119,225,8683
2010,4,Campeche,8,Tenabo,410,76417,8,10,1529,57,92,9736
2011,4,Campeche,8,Tenabo,1398,169284,17,9,1317,63,100,9736
2012,4,Campeche,8,Tenabo,1002,101941,10,9,1462,67,111,9736
2013,4,Campeche,8,Tenabo,623,151494,16,10,1382,69,117,9736
2014,4,Campeche,8,Tenabo,2373,274932,28,8,1238,79,125,9736
2015,4,Campeche,8,Tenabo,2360,223550,21,8,1327,76,125,10665
2016,4,Campeche,8,Tenabo,1021,236836,22,8,1352,82,136,10665
2017,4,Campeche,8,Tenabo,876,193685,18,9,1415,91,147,10665
2018,4,Campeche,8,Tenabo,895,284528,27,7,1338,97,151,10665
2019,4,Campeche,8,Tenabo,1329,215095,20,8,1420,110,166,10665
2020,4,Campeche,8,Tenabo,708,211490,18,9,1439,110,162,11452
2021,4,Campeche,8,Tenabo,640,259658,23,9,1417,101,176,11452
2022,4,Campeche,8,Tenabo,1000,345388,30,9,1384,111,197,11452
2023,4,Campeche,8,Tenabo,977,389670,34,11,1397,128,212,11452
2024,4,Campeche,8,Tenabo,661,285703,25,10,1467,119,225,11452
2010,4,Campeche,9,Escárcega,6184,2317597,43,3,978,57,92,54184
2011,4,Campeche,9,Escárcega,5163,2208238,41,4,1034,63,100,54184
2012,4,Campeche,9,Escárcega,6815,2087508,39,5,1092,67,111,54184
2013,4,Campeche,9,Escárcega,3473,2599558,48,4,1044,69,117,54184
2014,4,Campeche,9,Escárcega,9159,3156037,58,4,996,79,125,54184
2015,4,Campeche,9,Escárcega,5581,3610212,62,9,978,76,125,58553
2016,4,Campeche,9,Escárcega,6640,4898134,84,3,903,82,136,58553
2017,4,Campeche,9,Escárcega,6493,4594461,78,4,943,91,147,58553
2018,4,Campeche,9,Escárcega,5543,6191232,106,3,839,97,151,58553
2019,4,Campeche,9,Escárcega,4465,5645702,96,3,893,110,166,58553
2020,4,Campeche,9,Escárcega,5630,5167584,86,3,949,110,162,59923
2021,4,Campeche,9,Escárcega,6235,6321917,106,3,902,101,176,59923
2022,4,Campeche,9,Escárcega,7017,6600084,110,4,950,111,197,59923
2023,4,Campeche,9,Escárcega,7356,7659511,128,3,896,128,212,59923
2024,4,Campeche,9,Escárcega,7271,6102069,102,4,1017,119,225,59923
2010,4,Campeche,10,Calakmul,No disponible,823285,31,6,1090,57,92,26882
2011,4,Campeche,10,Calakmul,No disponible,1074645,40,5,1042,63,100,26882
2012,4,Campeche,10,Calakmul,0,1165123,43,4,1053,67,111,26882
2013,4,Campeche,10,Calakmul,171,944186,35,6,1139,69,117,26882
2014,4,Campeche,10,Calakmul,1451,1011025,38,6,1142,79,125,26882
2015,4,Campeche,10,Calakmul,1495,1432721,50,10,1051,76,125,28424
2016,4,Campeche,10,Calakmul,1160,1564650,55,5,1053,82,136,28424
2017,4,Campeche,10,Calakmul,1187,1463521,51,5,1095,91,147,28424
2018,4,Campeche,10,Calakmul,1745,1545606,54,5,1088,97,151,28424
2019,4,Campeche,10,Calakmul,1785,810428,29,6,1324,110,166,28424
2020,4,Campeche,10,Calakmul,378,726045,23,6,1381,110,162,31714
2021,4,Campeche,10,Calakmul,355,1092614,34,7,1281,101,176,31714
2022,4,Campeche,10,Calakmul,759,1057536,33,7,1362,111,197,31714
2023,4,Campeche,10,Calakmul,1005,1318875,42,7,1327,128,212,31714
2024,4,Campeche,10,Calakmul,489,953915,30,9,1419,119,225,31714
2010,4,Campeche,11,Candelaria,2478,1641978,40,4,1000,57,92,41194
2011,4,Campeche,11,Candelaria,3416,1744837,42,3,1021,63,100,41194
2012,4,Campeche,11,Candelaria,4196,1887115,46,3,1031,67,111,41194
2013,4,Campeche,11,Candelaria,1455,2043214,50,3,1030,69,117,41194
2014,4,Campeche,11,Candelaria,2763,2686139,65,3,955,79,125,41194
2015,4,Campeche,11,Candelaria,2712,2684204,61,11,981,76,125,43879
2016,4,Campeche,11,Candelaria,2794,3135748,71,4,963,82,136,43879
2017,4,Campeche,11,Candelaria,2607,5116525,117,3,796,91,147,43879
2018,4,Campeche,11,Candelaria,1257,3295369,75,4,956,97,151,43879
2019,4,Campeche,11,Candelaria,1326,4188775,95,4,897,110,166,43879
2020,4,Campeche,11,Candelaria,1628,3938453,84,4,962,110,162,46913
2021,4,Campeche,11,Candelaria,1418,4363219,93,4,957,101,176,46913
2022,4,Campeche,11,Candelaria,2084,5214917,111,3,948,111,197,46913
2023,4,Campeche,11,Candelaria,1877,5210679,111,4,955,128,212,46913
2024,4,Campeche,11,Candelaria,2188,5456493,116,3,958,119,225,46913
2010,4,Campeche,12,Seybaplaya,No disponible,No disponible,No disponible,No disponible,No disponible,57,92,No disponible
2011,4,Campeche,12,Seybaplaya,No disponible,No disponible,No disponible,No disponible,No disponible,63,100,No disponible
2012,4,Campeche,12,Seybaplaya,No disponible,No disponible,No disponible,No disponible,No disponible,67,111,No disponible
2013,4,Campeche,12,Seybaplaya,No disponible,No disponible,No disponible,No disponible,No disponible,69,117,No disponible
2014,4,Campeche,12,Seybaplaya,No disponible,No disponible,No disponible,No disponible,No disponible,79,125,No disponible
2015,4,Campeche,12,Seybaplaya,No disponible,No disponible,No disponible,No disponible,No disponible,76,125,No disponible
2016,4,Campeche,12,Seybaplaya,No disponible,No disponible,No disponible,No disponible,No disponible,82,136,No disponible
2017,4,Campeche,12,Seybaplaya,No disponible,No disponible,No disponible,No disponible,No disponible,91,147,No disponible
2018,4,Campeche,12,Seybaplaya,No disponible,No disponible,No disponible,No disponible,No disponible,97,151,No disponible
2019,4,Campeche,12,Seybaplaya,No disponible,No disponible,No disponible,No disponible,No disponible,110,166,No disponible
2020,4,Campeche,12,Seybaplaya,No disponible,No disponible,No disponible,No disponible,No disponible,110,162,15297
2021,4,Campeche,12,Seybaplaya,326,532981,35,6,1278,101,176,15297
2022,4,Campeche,12,Seybaplaya,1025,1309287,86,5,1038,111,197,15297
2023,4,Campeche,12,Seybaplaya,822,1115305,73,5,1126,128,212,15297
2024,4,Campeche,12,Seybaplaya,873,874141,57,5,1216,119,225,15297
2010,4,Campeche,13,Dzitbalché,No disponible,No disponible,No disponible,No disponible,No disponible,57,92,No disponible
2011,4,Campeche,13,Dzitbalché,No disponible,No disponible,No disponible,No disponible,No disponible,63,100,No disponible
2012,4,Campeche,13,Dzitbalché,No disponible,No disponible,No disponible,No disponible,No disponible,67,111,No disponible
2013,4,Campeche,13,Dzitbalché,No disponible,No disponible,No disponible,No disponible,No disponible,69,117,No disponible
2014,4,Campeche,13,Dzitbalché,No disponible,No disponible,No disponible,No disponible,No disponible,79,125,No disponible
2015,4,Campeche,13,Dzitbalché,No disponible,No disponible,No disponible,No disponible,No disponible,76,125,No disponible
2016,4,Campeche,13,Dzitbalché,No disponible,No disponible,No disponible,No disponible,No disponible,82,136,No disponible
2017,4,Campeche,13,Dzitbalché,No disponible,No disponible,No disponible,No disponible,No disponible,91,147,No disponible
2018,4,Campeche,13,Dzitbalché,No disponible,No disponible,No disponible,No disponible,No disponible,97,151,No disponible
2019,4,Campeche,13,Dzitbalché,No disponible,No disponible,No disponible,No disponible,No disponible,110,166,No disponible
2020,4,Campeche,13,Dzitbalché,No disponible,No disponible,No disponible,No disponible,No disponible,110,162,No disponible
2021,4,Campeche,13,Dzitbalché,703,612203,No disponible,No disponible,No disponible,101,176,No disponible
2022,4,Campeche,13,Dzitbalché,2431,1417620,No disponible,No disponible,No disponible,111,197,No disponible
2023,4,Campeche,13,Dzitbalché,1736,1001370,No disponible,No disponible,No disponible,128,212,No disponible
2024,4,Campeche,13,Dzitbalché,1769,924069,No disponible,No disponible,No disponible,119,225,No disponible
2010,5,Coahuila,1,Abasolo,703,35464,33,30,1063,213,92,1070
2011,5,Coahuila,1,Abasolo,626,30576,29,30,1164,221,100,1070
2012,5,Coahuila,1,Abasolo,750,47084,44,31,1047,236,111,1070
2013,5,Coahuila,1,Abasolo,697,32594,30,32,1186,241,117,1070
2014,5,Coahuila,1,Abasolo,767,85281,80,29,885,278,125,1070
2015,5,Coahuila,1,Abasolo,799,128929,127,1,721,290,125,1015
2016,5,Coahuila,1,Abasolo,336,146685,145,27,684,292,136,1015
2017,5,Coahuila,1,Abasolo,180,115705,114,26,811,298,147,1015
2018,5,Coahuila,1,Abasolo,195,86680,85,29,912,313,151,1015
2019,5,Coahuila,1,Abasolo,336,218670,215,24,575,356,166,1015
2020,5,Coahuila,1,Abasolo,376,327550,320,18,408,368,162,1022
2021,5,Coahuila,1,Abasolo,371,367731,360,17,397,393,176,1022
2022,5,Coahuila,1,Abasolo,370,369543,362,21,440,438,197,1022
2023,5,Coahuila,1,Abasolo,370,220160,215,27,682,460,212,1022
2024,5,Coahuila,1,Abasolo,51,162446,159,30,825,487,225,1022
2010,5,Coahuila,2,Acuña,38110,53576331,392,8,142,213,92,136755
2011,5,Coahuila,2,Acuña,38750,64239525,470,8,117,221,100,136755
2012,5,Coahuila,2,Acuña,39659,67897634,496,8,124,236,111,136755
2013,5,Coahuila,2,Acuña,40010,68785942,503,7,126,241,117,136755
2014,5,Coahuila,2,Acuña,26533,75003461,548,7,113,278,125,136755
2015,5,Coahuila,2,Acuña,28404,85273489,577,2,108,290,125,147809
2016,5,Coahuila,2,Acuña,46773,83339745,564,8,132,292,136,147809
2017,5,Coahuila,2,Acuña,28516,98899507,669,7,112,298,147,147809
2018,5,Coahuila,2,Acuña,28866,109954592,744,6,94,313,151,147809
2019,5,Coahuila,2,Acuña,32218,114553324,775,7,107,356,166,147809
2020,5,Coahuila,2,Acuña,33894,133638764,820,6,99,368,162,163058
2021,5,Coahuila,2,Acuña,55850,197141014,1209,1,41,393,176,163058
2022,5,Coahuila,2,Acuña,30208,205480380,1260,1,48,438,197,163058
2023,5,Coahuila,2,Acuña,29322,230892629,1416,1,44,460,212,163058
2024,5,Coahuila,2,Acuña,29815,265584141,1629,1,38,487,225,163058
2010,5,Coahuila,3,Allende,7180,4974990,219,16,327,213,92,22675
2011,5,Coahuila,3,Allende,7268,5148505,227,16,344,221,100,22675
2012,5,Coahuila,3,Allende,7506,5572846,246,16,361,236,111,22675
2013,5,Coahuila,3,Allende,7655,6133648,271,14,335,241,117,22675
2014,5,Coahuila,3,Allende,7961,7909089,349,12,263,278,125,22675
2015,5,Coahuila,3,Allende,8085,8479664,374,3,234,290,125,22654
2016,5,Coahuila,3,Allende,7755,9076491,401,10,241,292,136,22654
2017,5,Coahuila,3,Allende,5414,7877312,348,13,332,298,147,22654
2018,5,Coahuila,3,Allende,5886,8190095,362,11,322,313,151,22654
2019,5,Coahuila,3,Allende,4316,9891495,437,12,285,356,166,22654
2020,5,Coahuila,3,Allende,4843,10898212,473,10,242,368,162,23056
2021,5,Coahuila,3,Allende,5419,12288989,533,9,239,393,176,23056
2022,5,Coahuila,3,Allende,5059,12571550,545,11,271,438,197,23056
2023,5,Coahuila,3,Allende,5606,12483844,541,12,291,460,212,23056
2024,5,Coahuila,3,Allende,5339,12517468,543,12,303,487,225,23056
2010,5,Coahuila,4,Arteaga,2447,2598262,115,23,611,213,92,22544
